Step,Site,State
139,Histone_5,U
139,Histone_6,U
139,Histone_7,C
139,Histone_8,C
139,Histone_9,M
140,Histone_1,P
140,Histone_10,U
140,Histone_2,P
140,Histone_3,C
140,Histone_4,C
140,Histone_5,U
140,Histone_6,U
140,Histone_7,C
140,Histone_8,C
140,Histone_9,M
141,Histone_1,P
141,Histone_10,P
141,Histone_2,P
141,Histone_3,C
141,Histone_4,C
141,Histone_5,U
141,Histone_6,U
141,Histone_7,C
141,Histone_8,C
141,Histone_9,M
142,Histone_1,P
142,Histone_10,P
142,Histone_2,U
142,Histone_3,C
142,Histone_4,C
142,Histone_5,U
142,Histone_6,U
142,Histone_7,C
142,Histone_8,C
142,Histone_9,M
143,Histone_1,P
143,Histone_10,P
143,Histone_2,M
143,Histone_3,C
143,Histone_4,C
143,Histone_5,U
143,Histone_6,A
143,Histone_7,C
143,Histone_8,C
143,Histone_9,M
144,Histone_1,P
144,Histone_10,P
144,Histone_2,M
144,Histone_3,C
144,Histone_4,C
144,Histone_5,M
144,Histone_6,P
144,Histone_7,C
144,Histone_8,C
144,Histone_9,M
145,Histone_1,P
145,Histone_10,P
145,Histone_2,M
145,Histone_3,C
145,Histone_4,C
145,Histone_5,M
145,Histone_6,U
145,Histone_7,C
145,Histone_8,C
145,Histone_9,M
146,Histone_1,P
146,Histone_10,P
146,Histone_2,M
146,Histone_3,C
146,Histone_4,C
146,Histone_5,M
146,Histone_6,U
146,Histone_7,C
146,Histone_8,C
146,Histone_9,M
147,Histone_1,P
147,Histone_10,P
147,Histone_2,M
147,Histone_3,C
147,Histone_4,C
147,Histone_5,M
147,Histone_6,U
147,Histone_7,C
147,Histone_8,C
147,Histone_9,M
148,Histone_1,P
148,Histone_10,P
148,Histone_2,M
148,Histone_3,C
148,Histone_4,C
148,Histone_5,M
148,Histone_6,U
148,Histone_7,C
148,Histone_8,C
148,Histone_9,U
149,Histone_1,P
149,Histone_10,P
149,Histone_2,M
149,Histone_3,C
149,Histone_4,C
149,Histone_5,M
149,Histone_6,U
149,Histone_7,C
149,Histone_8,C
149,Histone_9,A
150,Histone_1,P
150,Histone_10,P
150,Histone_2,M
150,Histone_3,C
150,Histone_4,U
150,Histone_5,M
150,Histone_6,P
150,Histone_7,C
150,Histone_8,C
150,Histone_9,C
151,Histone_1,P
151,Histone_10,P
151,Histone_2,M
151,Histone_3,C
151,Histone_4,U
151,Histone_5,M
151,Histone_6,P
151,Histone_7,U
151,Histone_8,U
151,Histone_9,C
152,Histone_1,P
152,Histone_10,P
152,Histone_2,M
152,Histone_3,C
152,Histone_4,U
152,Histone_5,M
152,Histone_6,P
152,Histone_7,U
152,Histone_8,A
152,Histone_9,C
153,Histone_1,P
153,Histone_10,P
153,Histone_2,M
153,Histone_3,C
153,Histone_4,C
153,Histone_5,M
153,Histone_6,P
153,Histone_7,U
153,Histone_8,P
153,Histone_9,C
154,Histone_1,P
154,Histone_10,U
154,Histone_2,M
154,Histone_3,C
154,Histone_4,U
154,Histone_5,M
154,Histone_6,P
154,Histone_7,U
154,Histone_8,P
154,Histone_9,U
155,Histone_1,P
155,Histone_10,U
155,Histone_2,M
155,Histone_3,C
155,Histone_4,U
155,Histone_5,M
155,Histone_6,P
155,Histone_7,U
155,Histone_8,P
155,Histone_9,M
156,Histone_1,P
156,Histone_10,M
156,Histone_2,M
156,Histone_3,C
156,Histone_4,U
156,Histone_5,M
156,Histone_6,P
156,Histone_7,U
156,Histone_8,P
156,Histone_9,M
157,Histone_1,P
157,Histone_10,M
157,Histone_2,M
157,Histone_3,C
157,Histone_4,U
157,Histone_5,M
157,Histone_6,P
157,Histone_7,M
157,Histone_8,P
157,Histone_9,M
158,Histone_1,P
158,Histone_10,M
158,Histone_2,M
158,Histone_3,C
158,Histone_4,U
158,Histone_5,M
158,Histone_6,P
158,Histone_7,M
158,Histone_8,P
158,Histone_9,M
159,Histone_1,P
159,Histone_10,M
159,Histone_2,U
159,Histone_3,C
159,Histone_4,U
159,Histone_5,M
159,Histone_6,P
159,Histone_7,M
159,Histone_8,P
159,Histone_9,M
160,Histone_1,P
160,Histone_10,M
160,Histone_2,U
160,Histone_3,C
160,Histone_4,C
160,Histone_5,M
160,Histone_6,P
160,Histone_7,U
160,Histone_8,P
160,Histone_9,U
161,Histone_1,P
161,Histone_10,M
161,Histone_2,U
161,Histone_3,C
161,Histone_4,C
161,Histone_5,M
161,Histone_6,P
161,Histone_7,U
161,Histone_8,U
161,Histone_9,P
162,Histone_1,P
162,Histone_10,M
162,Histone_2,U
162,Histone_3,U
162,Histone_4,C
162,Histone_5,M
162,Histone_6,P
162,Histone_7,U
162,Histone_8,C
162,Histone_9,P
163,Histone_1,U
163,Histone_10,M
163,Histone_2,A
163,Histone_3,P
163,Histone_4,C
163,Histone_5,U
163,Histone_6,P
163,Histone_7,U
163,Histone_8,C
163,Histone_9,U
164,Histone_1,C
164,Histone_10,U
164,Histone_2,P
164,Histone_3,P
164,Histone_4,C
164,Histone_5,U
164,Histone_6,P
164,Histone_7,U
164,Histone_8,C
164,Histone_9,M
165,Histone_1,C
165,Histone_10,U
165,Histone_2,U
165,Histone_3,P
165,Histone_4,C
165,Histone_5,C
165,Histone_6,P
165,Histone_7,M
165,Histone_8,C
165,Histone_9,M
166,Histone_1,U
166,Histone_10,U
166,Histone_2,U
166,Histone_3,P
166,Histone_4,C
166,Histone_5,C
166,Histone_6,P
166,Histone_7,U
166,Histone_8,C
166,Histone_9,M
167,Histone_1,M
167,Histone_10,U
167,Histone_2,P
167,Histone_3,P
167,Histone_4,C
167,Histone_5,C
167,Histone_6,U
167,Histone_7,C
167,Histone_8,C
167,Histone_9,M
168,Histone_1,M
168,Histone_10,U
168,Histone_2,P
168,Histone_3,P
168,Histone_4,U
168,Histone_5,C
168,Histone_6,U
168,Histone_7,U
168,Histone_8,C
168,Histone_9,M
169,Histone_1,M
169,Histone_10,U
169,Histone_2,P
169,Histone_3,P
169,Histone_4,P
169,Histone_5,C
169,Histone_6,U
169,Histone_7,C
169,Histone_8,C
169,Histone_9,M
170,Histone_1,M
170,Histone_10,C
170,Histone_2,P
170,Histone_3,P
170,Histone_4,P
170,Histone_5,C
170,Histone_6,C
170,Histone_7,C
170,Histone_8,C
170,Histone_9,M
171,Histone_1,M
171,Histone_10,C
171,Histone_2,P
171,Histone_3,P
171,Histone_4,P
171,Histone_5,C
171,Histone_6,U
171,Histone_7,C
171,Histone_8,C
171,Histone_9,M
172,Histone_1,M
172,Histone_10,C
172,Histone_2,P
172,Histone_3,P
172,Histone_4,U
172,Histone_5,C
172,Histone_6,C
172,Histone_7,C
172,Histone_8,U
172,Histone_9,M
173,Histone_1,M
173,Histone_10,C
173,Histone_2,P
173,Histone_3,P
173,Histone_4,U
173,Histone_5,C
173,Histone_6,C
173,Histone_7,C
173,Histone_8,U
173,Histone_9,M
174,Histone_1,M
174,Histone_10,C
174,Histone_2,P
174,Histone_3,P
174,Histone_4,U
174,Histone_5,C
174,Histone_6,C
174,Histone_7,C
174,Histone_8,U
174,Histone_9,M
175,Histone_1,M
175,Histone_10,C
175,Histone_2,P
175,Histone_3,P
175,Histone_4,U
175,Histone_5,C
175,Histone_6,C
175,Histone_7,C
175,Histone_8,U
175,Histone_9,M
176,Histone_1,M
176,Histone_10,C
176,Histone_2,P
176,Histone_3,P
176,Histone_4,U
176,Histone_5,C
176,Histone_6,C
176,Histone_7,C
176,Histone_8,U
176,Histone_9,M
177,Histone_1,M
177,Histone_10,C
177,Histone_2,P
177,Histone_3,P
177,Histone_4,U
177,Histone_5,C
177,Histone_6,C
177,Histone_7,C
177,Histone_8,P
177,Histone_9,M
178,Histone_1,M
178,Histone_10,C
178,Histone_2,P
178,Histone_3,U
178,Histone_4,M
178,Histone_5,C
178,Histone_6,C
178,Histone_7,C
178,Histone_8,P
178,Histone_9,M
179,Histone_1,U
179,Histone_10,C
179,Histone_2,P
179,Histone_3,U
179,Histone_4,M
179,Histone_5,C
179,Histone_6,C
179,Histone_7,C
179,Histone_8,P
179,Histone_9,M
180,Histone_1,C
180,Histone_10,C
180,Histone_2,P
180,Histone_3,M
180,Histone_4,U
180,Histone_5,C
180,Histone_6,C
180,Histone_7,C
180,Histone_8,P
180,Histone_9,M
181,Histone_1,C
181,Histone_10,U
181,Histone_2,P
181,Histone_3,M
181,Histone_4,P
181,Histone_5,U
181,Histone_6,C
181,Histone_7,C
181,Histone_8,P
181,Histone_9,M
182,Histone_1,C
182,Histone_10,M
182,Histone_2,P
182,Histone_3,M
182,Histone_4,P
182,Histone_5,U
182,Histone_6,C
182,Histone_7,C
182,Histone_8,P
182,Histone_9,M
183,Histone_1,C
183,Histone_10,M
183,Histone_2,P
183,Histone_3,M
183,Histone_4,P
183,Histone_5,C
183,Histone_6,C
183,Histone_7,C
183,Histone_8,P
183,Histone_9,M
184,Histone_1,C
184,Histone_10,M
184,Histone_2,P
184,Histone_3,M
184,Histone_4,P
184,Histone_5,C
184,Histone_6,C
184,Histone_7,C
184,Histone_8,P
184,Histone_9,M
185,Histone_1,C
185,Histone_10,M
185,Histone_2,P
185,Histone_3,M
185,Histone_4,P
185,Histone_5,U
185,Histone_6,C
185,Histone_7,C
185,Histone_8,P
185,Histone_9,M
186,Histone_1,C
186,Histone_10,M
186,Histone_2,P
186,Histone_3,M
186,Histone_4,P
186,Histone_5,C
186,Histone_6,C
186,Histone_7,C
186,Histone_8,P
186,Histone_9,M
187,Histone_1,C
187,Histone_10,M
187,Histone_2,P
187,Histone_3,U
187,Histone_4,P
187,Histone_5,C
187,Histone_6,C
187,Histone_7,C
187,Histone_8,P
187,Histone_9,M
188,Histone_1,U
188,Histone_10,M
188,Histone_2,P
188,Histone_3,U
188,Histone_4,P
188,Histone_5,C
188,Histone_6,C
188,Histone_7,C
188,Histone_8,P
188,Histone_9,M
189,Histone_1,P
189,Histone_10,M
189,Histone_2,P
189,Histone_3,P
189,Histone_4,P
189,Histone_5,C
189,Histone_6,C
189,Histone_7,C
189,Histone_8,P
189,Histone_9,M
190,Histone_1,P
190,Histone_10,M
190,Histone_2,P
190,Histone_3,P
190,Histone_4,P
190,Histone_5,U
190,Histone_6,U
190,Histone_7,C
190,Histone_8,P
190,Histone_9,M
191,Histone_1,P
191,Histone_10,M
191,Histone_2,P
191,Histone_3,P
191,Histone_4,P
191,Histone_5,U
191,Histone_6,U
191,Histone_7,C
191,Histone_8,P
191,Histone_9,M
192,Histone_1,P
192,Histone_10,M
192,Histone_2,P
192,Histone_3,P
192,Histone_4,P
192,Histone_5,U
192,Histone_6,U
192,Histone_7,C
192,Histone_8,P
192,Histone_9,M
193,Histone_1,P
193,Histone_10,M
193,Histone_2,P
193,Histone_3,P
193,Histone_4,P
193,Histone_5,C
193,Histone_6,U
193,Histone_7,C
193,Histone_8,P
193,Histone_9,M
194,Histone_1,P
194,Histone_10,M
194,Histone_2,P
194,Histone_3,P
194,Histone_4,P
194,Histone_5,C
194,Histone_6,U
194,Histone_7,C
194,Histone_8,U
194,Histone_9,M
195,Histone_1,P
195,Histone_10,M
195,Histone_2,P
195,Histone_3,P
195,Histone_4,P
195,Histone_5,C
195,Histone_6,U
195,Histone_7,C
195,Histone_8,M
195,Histone_9,M
196,Histone_1,P
196,Histone_10,M
196,Histone_2,P
196,Histone_3,P
196,Histone_4,P
196,Histone_5,C
196,Histone_6,A
196,Histone_7,C
196,Histone_8,M
196,Histone_9,U
197,Histone_1,P
197,Histone_10,M
197,Histone_2,P
197,Histone_3,P
197,Histone_4,P
197,Histone_5,C
197,Histone_6,C
197,Histone_7,U
197,Histone_8,M
197,Histone_9,U
198,Histone_1,P
198,Histone_10,M
198,Histone_2,P
198,Histone_3,P
198,Histone_4,P
198,Histone_5,C
198,Histone_6,C
198,Histone_7,C
198,Histone_8,M
198,Histone_9,U
199,Histone_1,P
199,Histone_10,M
199,Histone_2,P
199,Histone_3,P
199,Histone_4,P
199,Histone_5,C
199,Histone_6,C
199,Histone_7,C
199,Histone_8,M
199,Histone_9,U
200,Histone_1,P
200,Histone_10,M
200,Histone_2,P
200,Histone_3,P
200,Histone_4,P
200,Histone_5,U
200,Histone_6,C
200,Histone_7,C
200,Histone_8,M
200,Histone_9,U
201,Histone_1,P
201,Histone_10,M
201,Histone_2,P
201,Histone_3,U
201,Histone_4,P
201,Histone_5,U
201,Histone_6,C
201,Histone_7,C
201,Histone_8,U
201,Histone_9,A
202,Histone_1,U
202,Histone_10,M
202,Histone_2,P
202,Histone_3,U
202,Histone_4,P
202,Histone_5,P
202,Histone_6,C
202,Histone_7,C
202,Histone_8,M
202,Histone_9,P
203,Histone_1,C
203,Histone_10,M
203,Histone_2,P
203,Histone_3,A
203,Histone_4,P
203,Histone_5,P
203,Histone_6,U
203,Histone_7,U
203,Histone_8,M
203,Histone_9,P
204,Histone_1,C
204,Histone_10,M
204,Histone_2,P
204,Histone_3,P
204,Histone_4,P
204,Histone_5,U
204,Histone_6,U
204,Histone_7,U
204,Histone_8,M
204,Histone_9,P
205,Histone_1,C
205,Histone_10,M
205,Histone_2,P
205,Histone_3,P
205,Histone_4,P
205,Histone_5,U
205,Histone_6,M
205,Histone_7,U
205,Histone_8,M
205,Histone_9,P
206,Histone_1,C
206,Histone_10,M
206,Histone_2,P
206,Histone_3,P
206,Histone_4,P
206,Histone_5,M
206,Histone_6,M
206,Histone_7,M
206,Histone_8,M
206,Histone_9,P
207,Histone_1,C
207,Histone_10,M
207,Histone_2,P
207,Histone_3,P
207,Histone_4,P
207,Histone_5,M
207,Histone_6,M
207,Histone_7,M
207,Histone_8,M
207,Histone_9,P
208,Histone_1,C
208,Histone_10,M
208,Histone_2,P
208,Histone_3,U
208,Histone_4,P
208,Histone_5,U
208,Histone_6,M
208,Histone_7,M
208,Histone_8,M
208,Histone_9,P
209,Histone_1,C
209,Histone_10,M
209,Histone_2,P
209,Histone_3,U
209,Histone_4,P
209,Histone_5,U
209,Histone_6,M
209,Histone_7,U
209,Histone_8,M
209,Histone_9,P
210,Histone_1,C
210,Histone_10,M
210,Histone_2,P
210,Histone_3,C
210,Histone_4,P
210,Histone_5,U
210,Histone_6,U
210,Histone_7,P
210,Histone_8,M
210,Histone_9,P
211,Histone_1,C
211,Histone_10,M
211,Histone_2,P
211,Histone_3,C
211,Histone_4,P
211,Histone_5,C
211,Histone_6,P
211,Histone_7,P
211,Histone_8,M
211,Histone_9,U
212,Histone_1,C
212,Histone_10,M
212,Histone_2,P
212,Histone_3,C
212,Histone_4,U
212,Histone_5,C
212,Histone_6,P
212,Histone_7,P
212,Histone_8,M
212,Histone_9,U
213,Histone_1,C
213,Histone_10,M
213,Histone_2,P
213,Histone_3,C
213,Histone_4,U
213,Histone_5,C
213,Histone_6,P
213,Histone_7,P
213,Histone_8,M
213,Histone_9,C
214,Histone_1,C
214,Histone_10,M
214,Histone_2,P
214,Histone_3,C
214,Histone_4,U
214,Histone_5,C
214,Histone_6,P
214,Histone_7,P
214,Histone_8,M
214,Histone_9,C
215,Histone_1,C
215,Histone_10,M
215,Histone_2,P
215,Histone_3,C
215,Histone_4,M
215,Histone_5,C
215,Histone_6,P
215,Histone_7,U
215,Histone_8,M
215,Histone_9,C
216,Histone_1,C
216,Histone_10,M
216,Histone_2,P
216,Histone_3,C
216,Histone_4,M
216,Histone_5,C
216,Histone_6,P
216,Histone_7,U
216,Histone_8,M
216,Histone_9,C
217,Histone_1,C
217,Histone_10,M
217,Histone_2,P
217,Histone_3,U
217,Histone_4,M
217,Histone_5,U
217,Histone_6,P
217,Histone_7,U
217,Histone_8,M
217,Histone_9,C
218,Histone_1,C
218,Histone_10,U
218,Histone_2,P
218,Histone_3,A
218,Histone_4,U
218,Histone_5,U
218,Histone_6,P
218,Histone_7,U
218,Histone_8,M
218,Histone_9,C
219,Histone_1,U
219,Histone_10,U
219,Histone_2,U
219,Histone_3,U
219,Histone_4,U
219,Histone_5,A
219,Histone_6,U
219,Histone_7,U
219,Histone_8,M
219,Histone_9,C
220,Histone_1,P
220,Histone_10,U
220,Histone_2,C
220,Histone_3,C
220,Histone_4,U
220,Histone_5,P
220,Histone_6,A
220,Histone_7,U
220,Histone_8,M
220,Histone_9,C
221,Histone_1,P
221,Histone_10,U
221,Histone_2,C
221,Histone_3,C
221,Histone_4,U
221,Histone_5,P
221,Histone_6,P
221,Histone_7,U
221,Histone_8,M
221,Histone_9,C
222,Histone_1,P
222,Histone_10,U
222,Histone_2,C
222,Histone_3,C
222,Histone_4,C
222,Histone_5,U
222,Histone_6,P
222,Histone_7,U
222,Histone_8,M
222,Histone_9,C
223,Histone_1,P
223,Histone_10,C
223,Histone_2,C
223,Histone_3,C
223,Histone_4,C
223,Histone_5,A
223,Histone_6,P
223,Histone_7,U
223,Histone_8,M
223,Histone_9,C
224,Histone_1,P
224,Histone_10,C
224,Histone_2,C
224,Histone_3,C
224,Histone_4,C
224,Histone_5,P
224,Histone_6,P
224,Histone_7,A
224,Histone_8,M
224,Histone_9,C
225,Histone_1,P
225,Histone_10,C
225,Histone_2,C
225,Histone_3,C
225,Histone_4,C
225,Histone_5,P
225,Histone_6,P
225,Histone_7,P
225,Histone_8,M
225,Histone_9,C
226,Histone_1,P
226,Histone_10,C
226,Histone_2,C
226,Histone_3,C
226,Histone_4,U
226,Histone_5,P
226,Histone_6,P
226,Histone_7,U
226,Histone_8,M
226,Histone_9,C
227,Histone_1,P
227,Histone_10,C
227,Histone_2,C
227,Histone_3,C
227,Histone_4,U
227,Histone_5,P
227,Histone_6,P
227,Histone_7,U
227,Histone_8,M
227,Histone_9,U
228,Histone_1,P
228,Histone_10,C
228,Histone_2,C
228,Histone_3,C
228,Histone_4,U
228,Histone_5,P
228,Histone_6,P
228,Histone_7,U
228,Histone_8,M
228,Histone_9,C
229,Histone_1,P
229,Histone_10,C
229,Histone_2,C
229,Histone_3,C
229,Histone_4,U
229,Histone_5,P
229,Histone_6,P
229,Histone_7,A
229,Histone_8,M
229,Histone_9,C
230,Histone_1,P
230,Histone_10,C
230,Histone_2,C
230,Histone_3,C
230,Histone_4,U
230,Histone_5,P
230,Histone_6,U
230,Histone_7,P
230,Histone_8,M
230,Histone_9,C
231,Histone_1,P
231,Histone_10,C
231,Histone_2,C
231,Histone_3,C
231,Histone_4,U
231,Histone_5,U
231,Histone_6,P
231,Histone_7,P
231,Histone_8,M
231,Histone_9,C
232,Histone_1,P
232,Histone_10,C
232,Histone_2,C
232,Histone_3,C
232,Histone_4,U
232,Histone_5,U
232,Histone_6,P
232,Histone_7,P
232,Histone_8,M
232,Histone_9,C
233,Histone_1,P
233,Histone_10,C
233,Histone_2,C
233,Histone_3,C
233,Histone_4,U
233,Histone_5,U
233,Histone_6,P
233,Histone_7,P
233,Histone_8,M
233,Histone_9,C
234,Histone_1,P
234,Histone_10,C
234,Histone_2,C
234,Histone_3,U
234,Histone_4,M
234,Histone_5,U
234,Histone_6,P
234,Histone_7,P
234,Histone_8,M
234,Histone_9,U
235,Histone_1,P
235,Histone_10,C
235,Histone_2,U
235,Histone_3,A
235,Histone_4,M
235,Histone_5,U
235,Histone_6,U
235,Histone_7,P
235,Histone_8,M
235,Histone_9,U
236,Histone_1,P
236,Histone_10,C
236,Histone_2,U
236,Histone_3,C
236,Histone_4,M
236,Histone_5,U
236,Histone_6,U
236,Histone_7,P
236,Histone_8,M
236,Histone_9,A
237,Histone_1,P
237,Histone_10,C
237,Histone_2,U
237,Histone_3,C
237,Histone_4,U
237,Histone_5,M
237,Histone_6,U
237,Histone_7,P
237,Histone_8,M
237,Histone_9,C
238,Histone_1,P
238,Histone_10,C
238,Histone_2,U
238,Histone_3,U
238,Histone_4,A
238,Histone_5,M
238,Histone_6,M
238,Histone_7,P
238,Histone_8,M
238,Histone_9,U
239,Histone_1,U
239,Histone_10,C
239,Histone_2,U
239,Histone_3,P
239,Histone_4,P
239,Histone_5,M
239,Histone_6,M
239,Histone_7,P
239,Histone_8,M
239,Histone_9,U
240,Histone_1,U
240,Histone_10,U
240,Histone_2,C
240,Histone_3,P
240,Histone_4,U
240,Histone_5,M
240,Histone_6,M
240,Histone_7,P
240,Histone_8,M
240,Histone_9,A
241,Histone_1,A
241,Histone_10,U
241,Histone_2,U
241,Histone_3,U
241,Histone_4,U
241,Histone_5,M
241,Histone_6,M
241,Histone_7,P
241,Histone_8,M
241,Histone_9,P
242,Histone_1,P
242,Histone_10,U
242,Histone_2,U
242,Histone_3,U
242,Histone_4,A
242,Histone_5,M
242,Histone_6,M
242,Histone_7,P
242,Histone_8,M
242,Histone_9,P
243,Histone_1,P
243,Histone_10,U
243,Histone_2,U
243,Histone_3,U
243,Histone_4,C
243,Histone_5,M
243,Histone_6,M
243,Histone_7,P
243,Histone_8,M
243,Histone_9,P
244,Histone_1,P
244,Histone_10,U
244,Histone_2,M
244,Histone_3,U
244,Histone_4,C
244,Histone_5,M
244,Histone_6,M
244,Histone_7,P
244,Histone_8,M
244,Histone_9,P
245,Histone_1,P
245,Histone_10,A
245,Histone_2,M
245,Histone_3,U
245,Histone_4,C
245,Histone_5,M
245,Histone_6,M
245,Histone_7,P
245,Histone_8,M
245,Histone_9,P
246,Histone_1,P
246,Histone_10,P
246,Histone_2,M
246,Histone_3,M
246,Histone_4,C
246,Histone_5,M
246,Histone_6,M
246,Histone_7,P
246,Histone_8,U
246,Histone_9,P
247,Histone_1,P
247,Histone_10,P
247,Histone_2,M
247,Histone_3,M
247,Histone_4,C
247,Histone_5,M
247,Histone_6,M
247,Histone_7,P
247,Histone_8,P
247,Histone_9,P
248,Histone_1,P
248,Histone_10,P
248,Histone_2,M
248,Histone_3,M
248,Histone_4,C
248,Histone_5,M
248,Histone_6,U
248,Histone_7,P
248,Histone_8,P
248,Histone_9,P
249,Histone_1,U
249,Histone_10,P
249,Histone_2,M
249,Histone_3,M
249,Histone_4,C
249,Histone_5,M
249,Histone_6,U
249,Histone_7,P
249,Histone_8,P
249,Histone_9,P
250,Histone_1,U
250,Histone_10,P
250,Histone_2,M
250,Histone_3,M
250,Histone_4,C
250,Histone_5,U
250,Histone_6,C
250,Histone_7,P
250,Histone_8,P
250,Histone_9,P
251,Histone_1,C
251,Histone_10,P
251,Histone_2,M
251,Histone_3,M
251,Histone_4,C
251,Histone_5,U
251,Histone_6,C
251,Histone_7,P
251,Histone_8,P
251,Histone_9,P
252,Histone_1,U
252,Histone_10,P
252,Histone_2,M
252,Histone_3,M
252,Histone_4,C
252,Histone_5,U
252,Histone_6,C
252,Histone_7,P
252,Histone_8,P
252,Histone_9,P
253,Histone_1,U
253,Histone_10,P
253,Histone_2,M
253,Histone_3,M
253,Histone_4,U
253,Histone_5,U
253,Histone_6,U
253,Histone_7,P
253,Histone_8,U
253,Histone_9,P
254,Histone_1,U
254,Histone_10,P
254,Histone_2,M
254,Histone_3,M
254,Histone_4,U
254,Histone_5,U
254,Histone_6,M
254,Histone_7,P
254,Histone_8,P
254,Histone_9,P
255,Histone_1,U
255,Histone_10,P
255,Histone_2,U
255,Histone_3,M
255,Histone_4,U
255,Histone_5,U
255,Histone_6,M
255,Histone_7,P
255,Histone_8,P
255,Histone_9,P
256,Histone_1,U
256,Histone_10,P
256,Histone_2,M
256,Histone_3,M
256,Histone_4,U
256,Histone_5,U
256,Histone_6,M
256,Histone_7,P
256,Histone_8,P
256,Histone_9,P
257,Histone_1,P
257,Histone_10,P
257,Histone_2,M
257,Histone_3,M
257,Histone_4,M
257,Histone_5,M
257,Histone_6,M
257,Histone_7,P
257,Histone_8,U
257,Histone_9,P
258,Histone_1,P
258,Histone_10,P
258,Histone_2,M
258,Histone_3,M
258,Histone_4,M
258,Histone_5,M
258,Histone_6,M
258,Histone_7,P
258,Histone_8,U
258,Histone_9,P
259,Histone_1,P
259,Histone_10,U
259,Histone_2,M
259,Histone_3,M
259,Histone_4,M
259,Histone_5,M
259,Histone_6,M
259,Histone_7,P
259,Histone_8,U
259,Histone_9,P
260,Histone_1,P
260,Histone_10,U
260,Histone_2,M
260,Histone_3,M
260,Histone_4,M
260,Histone_5,M
260,Histone_6,M
260,Histone_7,P
260,Histone_8,P
260,Histone_9,P
261,Histone_1,P
261,Histone_10,U
261,Histone_2,M
261,Histone_3,M
261,Histone_4,M
261,Histone_5,M
261,Histone_6,M
261,Histone_7,P
261,Histone_8,P
261,Histone_9,P
262,Histone_1,P
262,Histone_10,P
262,Histone_2,M
262,Histone_3,U
262,Histone_4,M
262,Histone_5,M
262,Histone_6,M
262,Histone_7,P
262,Histone_8,P
262,Histone_9,P
263,Histone_1,P
263,Histone_10,P
263,Histone_2,M
263,Histone_3,M
263,Histone_4,M
263,Histone_5,M
263,Histone_6,M
263,Histone_7,P
263,Histone_8,P
263,Histone_9,P
264,Histone_1,P
264,Histone_10,P
264,Histone_2,M
264,Histone_3,M
264,Histone_4,U
264,Histone_5,M
264,Histone_6,M
264,Histone_7,P
264,Histone_8,P
264,Histone_9,P
265,Histone_1,P
265,Histone_10,P
265,Histone_2,U
265,Histone_3,M
265,Histone_4,P
265,Histone_5,M
265,Histone_6,M
265,Histone_7,P
265,Histone_8,P
265,Histone_9,P
266,Histone_1,P
266,Histone_10,P
266,Histone_2,U
266,Histone_3,U
266,Histone_4,P
266,Histone_5,U
266,Histone_6,M
266,Histone_7,P
266,Histone_8,P
266,Histone_9,P
267,Histone_1,P
267,Histone_10,P
267,Histone_2,P
267,Histone_3,U
267,Histone_4,U
267,Histone_5,U
267,Histone_6,M
267,Histone_7,U
267,Histone_8,P
267,Histone_9,U
268,Histone_1,P
268,Histone_10,P
268,Histone_2,P
268,Histone_3,U
268,Histone_4,U
268,Histone_5,U
268,Histone_6,M
268,Histone_7,U
268,Histone_8,P
268,Histone_9,U
269,Histone_1,P
269,Histone_10,P
269,Histone_2,P
269,Histone_3,C
269,Histone_4,A
269,Histone_5,U
269,Histone_6,M
269,Histone_7,U
269,Histone_8,P
269,Histone_9,P
270,Histone_1,P
270,Histone_10,P
270,Histone_2,P
270,Histone_3,C
270,Histone_4,C
270,Histone_5,U
270,Histone_6,M
270,Histone_7,U
270,Histone_8,P
270,Histone_9,P
271,Histone_1,U
271,Histone_10,P
271,Histone_2,P
271,Histone_3,C
271,Histone_4,C
271,Histone_5,U
271,Histone_6,M
271,Histone_7,U
271,Histone_8,P
271,Histone_9,P
272,Histone_1,C
272,Histone_10,P
272,Histone_2,P
272,Histone_3,U
272,Histone_4,U
272,Histone_5,U
272,Histone_6,U
272,Histone_7,U
272,Histone_8,P
272,Histone_9,P
273,Histone_1,C
273,Histone_10,P
273,Histone_2,P
273,Histone_3,U
273,Histone_4,M
273,Histone_5,A
273,Histone_6,U
273,Histone_7,M
273,Histone_8,P
273,Histone_9,P
274,Histone_1,C
274,Histone_10,P
274,Histone_2,P
274,Histone_3,U
274,Histone_4,M
274,Histone_5,U
274,Histone_6,U
274,Histone_7,M
274,Histone_8,P
274,Histone_9,P
275,Histone_1,C
275,Histone_10,P
275,Histone_2,P
275,Histone_3,U
275,Histone_4,U
275,Histone_5,U
275,Histone_6,U
275,Histone_7,M
275,Histone_8,P
275,Histone_9,P
276,Histone_1,C
276,Histone_10,P
276,Histone_2,P
276,Histone_3,U
276,Histone_4,U
276,Histone_5,U
276,Histone_6,U
276,Histone_7,M
276,Histone_8,P
276,Histone_9,P
277,Histone_1,C
277,Histone_10,P
277,Histone_2,P
277,Histone_3,U
277,Histone_4,U
277,Histone_5,M
277,Histone_6,A
277,Histone_7,U
277,Histone_8,U
277,Histone_9,U
278,Histone_1,C
278,Histone_10,P
278,Histone_2,P
278,Histone_3,P
278,Histone_4,U
278,Histone_5,M
278,Histone_6,C
278,Histone_7,C
278,Histone_8,C
278,Histone_9,U
279,Histone_1,C
279,Histone_10,P
279,Histone_2,U
279,Histone_3,U
