Step,Site,State
139,Histone_5,M
139,Histone_6,M
139,Histone_7,M
139,Histone_8,M
139,Histone_9,M
140,Histone_1,M
140,Histone_10,M
140,Histone_2,M
140,Histone_3,M
140,Histone_4,M
140,Histone_5,M
140,Histone_6,M
140,Histone_7,M
140,Histone_8,M
140,Histone_9,M
141,Histone_1,M
141,Histone_10,M
141,Histone_2,M
141,Histone_3,M
141,Histone_4,M
141,Histone_5,M
141,Histone_6,M
141,Histone_7,M
141,Histone_8,M
141,Histone_9,M
142,Histone_1,M
142,Histone_10,M
142,Histone_2,M
142,Histone_3,M
142,Histone_4,U
142,Histone_5,M
142,Histone_6,M
142,Histone_7,M
142,Histone_8,M
142,Histone_9,M
143,Histone_1,M
143,Histone_10,M
143,Histone_2,M
143,Histone_3,M
143,Histone_4,M
143,Histone_5,M
143,Histone_6,M
143,Histone_7,M
143,Histone_8,M
143,Histone_9,M
144,Histone_1,M
144,Histone_10,M
144,Histone_2,M
144,Histone_3,M
144,Histone_4,M
144,Histone_5,M
144,Histone_6,M
144,Histone_7,M
144,Histone_8,M
144,Histone_9,M
145,Histone_1,M
145,Histone_10,M
145,Histone_2,M
145,Histone_3,M
145,Histone_4,M
145,Histone_5,M
145,Histone_6,M
145,Histone_7,M
145,Histone_8,M
145,Histone_9,M
146,Histone_1,M
146,Histone_10,M
146,Histone_2,M
146,Histone_3,M
146,Histone_4,M
146,Histone_5,M
146,Histone_6,M
146,Histone_7,M
146,Histone_8,M
146,Histone_9,M
147,Histone_1,M
147,Histone_10,M
147,Histone_2,M
147,Histone_3,M
147,Histone_4,M
147,Histone_5,M
147,Histone_6,M
147,Histone_7,M
147,Histone_8,M
147,Histone_9,M
148,Histone_1,M
148,Histone_10,M
148,Histone_2,M
148,Histone_3,M
148,Histone_4,M
148,Histone_5,M
148,Histone_6,M
148,Histone_7,M
148,Histone_8,M
148,Histone_9,M
149,Histone_1,U
149,Histone_10,M
149,Histone_2,M
149,Histone_3,M
149,Histone_4,M
149,Histone_5,M
149,Histone_6,M
149,Histone_7,M
149,Histone_8,M
149,Histone_9,M
150,Histone_1,M
150,Histone_10,M
150,Histone_2,M
150,Histone_3,M
150,Histone_4,M
150,Histone_5,M
150,Histone_6,M
150,Histone_7,M
150,Histone_8,M
150,Histone_9,M
151,Histone_1,M
151,Histone_10,M
151,Histone_2,M
151,Histone_3,M
151,Histone_4,M
151,Histone_5,M
151,Histone_6,M
151,Histone_7,M
151,Histone_8,M
151,Histone_9,M
152,Histone_1,M
152,Histone_10,M
152,Histone_2,M
152,Histone_3,M
152,Histone_4,M
152,Histone_5,M
152,Histone_6,M
152,Histone_7,M
152,Histone_8,M
152,Histone_9,M
153,Histone_1,M
153,Histone_10,M
153,Histone_2,M
153,Histone_3,M
153,Histone_4,M
153,Histone_5,M
153,Histone_6,M
153,Histone_7,M
153,Histone_8,M
153,Histone_9,M
154,Histone_1,M
154,Histone_10,M
154,Histone_2,M
154,Histone_3,M
154,Histone_4,M
154,Histone_5,M
154,Histone_6,M
154,Histone_7,M
154,Histone_8,M
154,Histone_9,M
155,Histone_1,M
155,Histone_10,M
155,Histone_2,M
155,Histone_3,M
155,Histone_4,M
155,Histone_5,M
155,Histone_6,M
155,Histone_7,M
155,Histone_8,M
155,Histone_9,M
156,Histone_1,M
156,Histone_10,M
156,Histone_2,M
156,Histone_3,M
156,Histone_4,M
156,Histone_5,M
156,Histone_6,M
156,Histone_7,M
156,Histone_8,M
156,Histone_9,M
157,Histone_1,M
157,Histone_10,M
157,Histone_2,M
157,Histone_3,M
157,Histone_4,M
157,Histone_5,M
157,Histone_6,M
157,Histone_7,M
157,Histone_8,M
157,Histone_9,M
158,Histone_1,M
158,Histone_10,M
158,Histone_2,M
158,Histone_3,M
158,Histone_4,M
158,Histone_5,M
158,Histone_6,M
158,Histone_7,M
158,Histone_8,M
158,Histone_9,M
159,Histone_1,M
159,Histone_10,M
159,Histone_2,M
159,Histone_3,M
159,Histone_4,M
159,Histone_5,M
159,Histone_6,M
159,Histone_7,M
159,Histone_8,M
159,Histone_9,M
160,Histone_1,M
160,Histone_10,M
160,Histone_2,M
160,Histone_3,M
160,Histone_4,M
160,Histone_5,M
160,Histone_6,M
160,Histone_7,M
160,Histone_8,M
160,Histone_9,M
161,Histone_1,M
161,Histone_10,M
161,Histone_2,M
161,Histone_3,M
161,Histone_4,M
161,Histone_5,M
161,Histone_6,M
161,Histone_7,M
161,Histone_8,M
161,Histone_9,M
162,Histone_1,M
162,Histone_10,M
162,Histone_2,M
162,Histone_3,M
162,Histone_4,M
162,Histone_5,M
162,Histone_6,M
162,Histone_7,M
162,Histone_8,M
162,Histone_9,M
163,Histone_1,M
163,Histone_10,M
163,Histone_2,M
163,Histone_3,M
163,Histone_4,M
163,Histone_5,M
163,Histone_6,M
163,Histone_7,M
163,Histone_8,M
163,Histone_9,M
164,Histone_1,U
164,Histone_10,M
164,Histone_2,M
164,Histone_3,M
164,Histone_4,M
164,Histone_5,M
164,Histone_6,M
164,Histone_7,M
164,Histone_8,M
164,Histone_9,M
165,Histone_1,M
165,Histone_10,M
165,Histone_2,M
165,Histone_3,M
165,Histone_4,M
165,Histone_5,M
165,Histone_6,M
165,Histone_7,M
165,Histone_8,M
165,Histone_9,M
166,Histone_1,M
166,Histone_10,M
166,Histone_2,U
166,Histone_3,M
166,Histone_4,M
166,Histone_5,M
166,Histone_6,M
166,Histone_7,M
166,Histone_8,U
166,Histone_9,M
167,Histone_1,M
167,Histone_10,M
167,Histone_2,M
167,Histone_3,M
167,Histone_4,M
167,Histone_5,M
167,Histone_6,M
167,Histone_7,M
167,Histone_8,M
167,Histone_9,M
168,Histone_1,M
168,Histone_10,M
168,Histone_2,M
168,Histone_3,M
168,Histone_4,M
168,Histone_5,M
168,Histone_6,M
168,Histone_7,M
168,Histone_8,M
168,Histone_9,M
169,Histone_1,M
169,Histone_10,M
169,Histone_2,M
169,Histone_3,M
169,Histone_4,M
169,Histone_5,M
169,Histone_6,M
169,Histone_7,M
169,Histone_8,M
169,Histone_9,M
170,Histone_1,M
170,Histone_10,M
170,Histone_2,M
170,Histone_3,M
170,Histone_4,M
170,Histone_5,M
170,Histone_6,M
170,Histone_7,M
170,Histone_8,M
170,Histone_9,M
171,Histone_1,M
171,Histone_10,M
171,Histone_2,M
171,Histone_3,M
171,Histone_4,M
171,Histone_5,M
171,Histone_6,M
171,Histone_7,M
171,Histone_8,M
171,Histone_9,M
172,Histone_1,M
172,Histone_10,U
172,Histone_2,M
172,Histone_3,M
172,Histone_4,M
172,Histone_5,M
172,Histone_6,M
172,Histone_7,M
172,Histone_8,M
172,Histone_9,M
173,Histone_1,M
173,Histone_10,M
173,Histone_2,M
173,Histone_3,M
173,Histone_4,M
173,Histone_5,M
173,Histone_6,M
173,Histone_7,M
173,Histone_8,M
173,Histone_9,M
174,Histone_1,M
174,Histone_10,M
174,Histone_2,M
174,Histone_3,M
174,Histone_4,M
174,Histone_5,M
174,Histone_6,M
174,Histone_7,M
174,Histone_8,M
174,Histone_9,M
175,Histone_1,M
175,Histone_10,M
175,Histone_2,M
175,Histone_3,M
175,Histone_4,M
175,Histone_5,M
175,Histone_6,M
175,Histone_7,M
175,Histone_8,M
175,Histone_9,M
176,Histone_1,M
176,Histone_10,M
176,Histone_2,M
176,Histone_3,M
176,Histone_4,M
176,Histone_5,M
176,Histone_6,M
176,Histone_7,M
176,Histone_8,M
176,Histone_9,M
177,Histone_1,M
177,Histone_10,M
177,Histone_2,M
177,Histone_3,M
177,Histone_4,M
177,Histone_5,M
177,Histone_6,M
177,Histone_7,M
177,Histone_8,M
177,Histone_9,M
178,Histone_1,M
178,Histone_10,M
178,Histone_2,M
178,Histone_3,M
178,Histone_4,M
178,Histone_5,M
178,Histone_6,M
178,Histone_7,M
178,Histone_8,M
178,Histone_9,M
179,Histone_1,M
179,Histone_10,M
179,Histone_2,M
179,Histone_3,M
179,Histone_4,M
179,Histone_5,M
179,Histone_6,M
179,Histone_7,M
179,Histone_8,M
179,Histone_9,M
180,Histone_1,M
180,Histone_10,U
180,Histone_2,M
180,Histone_3,M
180,Histone_4,M
180,Histone_5,M
180,Histone_6,M
180,Histone_7,M
180,Histone_8,M
180,Histone_9,M
181,Histone_1,M
181,Histone_10,M
181,Histone_2,M
181,Histone_3,M
181,Histone_4,M
181,Histone_5,M
181,Histone_6,M
181,Histone_7,M
181,Histone_8,M
181,Histone_9,M
182,Histone_1,M
182,Histone_10,M
182,Histone_2,M
182,Histone_3,M
182,Histone_4,M
182,Histone_5,M
182,Histone_6,M
182,Histone_7,M
182,Histone_8,M
182,Histone_9,M
183,Histone_1,M
183,Histone_10,M
183,Histone_2,M
183,Histone_3,M
183,Histone_4,M
183,Histone_5,M
183,Histone_6,M
183,Histone_7,M
183,Histone_8,M
183,Histone_9,M
184,Histone_1,M
184,Histone_10,M
184,Histone_2,M
184,Histone_3,M
184,Histone_4,M
184,Histone_5,M
184,Histone_6,M
184,Histone_7,M
184,Histone_8,M
184,Histone_9,M
185,Histone_1,M
185,Histone_10,M
185,Histone_2,M
185,Histone_3,M
185,Histone_4,M
185,Histone_5,M
185,Histone_6,M
185,Histone_7,M
185,Histone_8,U
185,Histone_9,M
186,Histone_1,M
186,Histone_10,M
186,Histone_2,M
186,Histone_3,M
186,Histone_4,M
186,Histone_5,M
186,Histone_6,M
186,Histone_7,U
186,Histone_8,M
186,Histone_9,M
187,Histone_1,M
187,Histone_10,M
187,Histone_2,M
187,Histone_3,M
187,Histone_4,M
187,Histone_5,M
187,Histone_6,M
187,Histone_7,M
187,Histone_8,M
187,Histone_9,M
188,Histone_1,M
188,Histone_10,M
188,Histone_2,M
188,Histone_3,M
188,Histone_4,M
188,Histone_5,M
188,Histone_6,M
188,Histone_7,M
188,Histone_8,M
188,Histone_9,M
189,Histone_1,M
189,Histone_10,M
189,Histone_2,M
189,Histone_3,M
189,Histone_4,M
189,Histone_5,M
189,Histone_6,M
189,Histone_7,M
189,Histone_8,M
189,Histone_9,M
190,Histone_1,M
190,Histone_10,M
190,Histone_2,M
190,Histone_3,M
190,Histone_4,M
190,Histone_5,M
190,Histone_6,M
190,Histone_7,M
190,Histone_8,M
190,Histone_9,M
191,Histone_1,M
191,Histone_10,M
191,Histone_2,M
191,Histone_3,M
191,Histone_4,M
191,Histone_5,M
191,Histone_6,M
191,Histone_7,M
191,Histone_8,M
191,Histone_9,M
192,Histone_1,M
192,Histone_10,M
192,Histone_2,M
192,Histone_3,M
192,Histone_4,M
192,Histone_5,M
192,Histone_6,M
192,Histone_7,M
192,Histone_8,M
192,Histone_9,M
193,Histone_1,M
193,Histone_10,M
193,Histone_2,U
193,Histone_3,M
193,Histone_4,U
193,Histone_5,M
193,Histone_6,M
193,Histone_7,M
193,Histone_8,M
193,Histone_9,M
194,Histone_1,M
194,Histone_10,M
194,Histone_2,M
194,Histone_3,M
194,Histone_4,M
194,Histone_5,M
194,Histone_6,M
194,Histone_7,U
194,Histone_8,M
194,Histone_9,M
195,Histone_1,M
195,Histone_10,M
195,Histone_2,M
195,Histone_3,M
195,Histone_4,M
195,Histone_5,M
195,Histone_6,M
195,Histone_7,U
195,Histone_8,M
195,Histone_9,M
196,Histone_1,M
196,Histone_10,M
196,Histone_2,M
196,Histone_3,M
196,Histone_4,M
196,Histone_5,M
196,Histone_6,M
196,Histone_7,M
196,Histone_8,M
196,Histone_9,M
197,Histone_1,M
197,Histone_10,M
197,Histone_2,M
197,Histone_3,M
197,Histone_4,M
197,Histone_5,M
197,Histone_6,M
197,Histone_7,M
197,Histone_8,M
197,Histone_9,M
198,Histone_1,M
198,Histone_10,M
198,Histone_2,M
198,Histone_3,M
198,Histone_4,M
198,Histone_5,M
198,Histone_6,M
198,Histone_7,M
198,Histone_8,M
198,Histone_9,M
199,Histone_1,M
199,Histone_10,M
199,Histone_2,M
199,Histone_3,M
199,Histone_4,M
199,Histone_5,M
199,Histone_6,M
199,Histone_7,M
199,Histone_8,M
199,Histone_9,M
200,Histone_1,M
200,Histone_10,M
200,Histone_2,M
200,Histone_3,M
200,Histone_4,M
200,Histone_5,U
200,Histone_6,M
200,Histone_7,M
200,Histone_8,M
200,Histone_9,M
201,Histone_1,M
201,Histone_10,M
201,Histone_2,M
201,Histone_3,M
201,Histone_4,M
201,Histone_5,M
201,Histone_6,M
201,Histone_7,M
201,Histone_8,M
201,Histone_9,M
202,Histone_1,M
202,Histone_10,M
202,Histone_2,M
202,Histone_3,M
202,Histone_4,M
202,Histone_5,M
202,Histone_6,M
202,Histone_7,M
202,Histone_8,M
202,Histone_9,M
203,Histone_1,M
203,Histone_10,M
203,Histone_2,M
203,Histone_3,M
203,Histone_4,M
203,Histone_5,M
203,Histone_6,M
203,Histone_7,M
203,Histone_8,M
203,Histone_9,M
204,Histone_1,M
204,Histone_10,M
204,Histone_2,M
204,Histone_3,M
204,Histone_4,M
204,Histone_5,M
204,Histone_6,U
204,Histone_7,M
204,Histone_8,U
204,Histone_9,M
205,Histone_1,M
205,Histone_10,M
205,Histone_2,M
205,Histone_3,M
205,Histone_4,M
205,Histone_5,M
205,Histone_6,M
205,Histone_7,M
205,Histone_8,M
205,Histone_9,U
206,Histone_1,M
206,Histone_10,M
206,Histone_2,M
206,Histone_3,M
206,Histone_4,M
206,Histone_5,M
206,Histone_6,M
206,Histone_7,M
206,Histone_8,M
206,Histone_9,U
207,Histone_1,M
207,Histone_10,M
207,Histone_2,M
207,Histone_3,M
207,Histone_4,M
207,Histone_5,M
207,Histone_6,M
207,Histone_7,M
207,Histone_8,M
207,Histone_9,U
208,Histone_1,M
208,Histone_10,M
208,Histone_2,M
208,Histone_3,M
208,Histone_4,M
208,Histone_5,M
208,Histone_6,M
208,Histone_7,M
208,Histone_8,M
208,Histone_9,U
209,Histone_1,M
209,Histone_10,M
209,Histone_2,M
209,Histone_3,M
209,Histone_4,M
209,Histone_5,M
209,Histone_6,M
209,Histone_7,M
209,Histone_8,M
209,Histone_9,U
210,Histone_1,M
210,Histone_10,M
210,Histone_2,M
210,Histone_3,M
210,Histone_4,M
210,Histone_5,M
210,Histone_6,M
210,Histone_7,M
210,Histone_8,M
210,Histone_9,U
211,Histone_1,M
211,Histone_10,M
211,Histone_2,M
211,Histone_3,M
211,Histone_4,M
211,Histone_5,M
211,Histone_6,M
211,Histone_7,M
211,Histone_8,M
211,Histone_9,U
212,Histone_1,M
212,Histone_10,M
212,Histone_2,M
212,Histone_3,M
212,Histone_4,M
212,Histone_5,M
212,Histone_6,M
212,Histone_7,M
212,Histone_8,M
212,Histone_9,U
213,Histone_1,U
213,Histone_10,M
213,Histone_2,M
213,Histone_3,M
213,Histone_4,M
213,Histone_5,M
213,Histone_6,M
213,Histone_7,M
213,Histone_8,M
213,Histone_9,U
214,Histone_1,M
214,Histone_10,M
214,Histone_2,M
214,Histone_3,M
214,Histone_4,M
214,Histone_5,U
214,Histone_6,M
214,Histone_7,M
214,Histone_8,M
214,Histone_9,U
215,Histone_1,M
215,Histone_10,M
215,Histone_2,M
215,Histone_3,M
215,Histone_4,M
215,Histone_5,M
215,Histone_6,M
215,Histone_7,M
215,Histone_8,M
215,Histone_9,U
216,Histone_1,M
216,Histone_10,M
216,Histone_2,M
216,Histone_3,M
216,Histone_4,M
216,Histone_5,M
216,Histone_6,U
216,Histone_7,M
216,Histone_8,M
216,Histone_9,U
217,Histone_1,M
217,Histone_10,M
217,Histone_2,M
217,Histone_3,M
217,Histone_4,M
217,Histone_5,M
217,Histone_6,M
217,Histone_7,M
217,Histone_8,M
217,Histone_9,U
218,Histone_1,M
218,Histone_10,M
218,Histone_2,M
218,Histone_3,M
218,Histone_4,M
218,Histone_5,M
218,Histone_6,M
218,Histone_7,M
218,Histone_8,M
218,Histone_9,U
219,Histone_1,M
219,Histone_10,M
219,Histone_2,M
219,Histone_3,M
219,Histone_4,M
219,Histone_5,M
219,Histone_6,M
219,Histone_7,M
219,Histone_8,M
219,Histone_9,U
220,Histone_1,M
220,Histone_10,M
220,Histone_2,M
220,Histone_3,M
220,Histone_4,M
220,Histone_5,M
220,Histone_6,M
220,Histone_7,M
220,Histone_8,M
220,Histone_9,M
221,Histone_1,M
221,Histone_10,M
221,Histone_2,M
221,Histone_3,M
221,Histone_4,M
221,Histone_5,M
221,Histone_6,M
221,Histone_7,M
221,Histone_8,M
221,Histone_9,M
222,Histone_1,M
222,Histone_10,M
222,Histone_2,M
222,Histone_3,M
222,Histone_4,M
222,Histone_5,M
222,Histone_6,M
222,Histone_7,M
222,Histone_8,M
222,Histone_9,M
223,Histone_1,M
223,Histone_10,M
223,Histone_2,M
223,Histone_3,M
223,Histone_4,M
223,Histone_5,M
223,Histone_6,M
223,Histone_7,M
223,Histone_8,M
223,Histone_9,M
224,Histone_1,M
224,Histone_10,M
224,Histone_2,M
224,Histone_3,M
224,Histone_4,M
224,Histone_5,M
224,Histone_6,M
224,Histone_7,M
224,Histone_8,M
224,Histone_9,M
225,Histone_1,U
225,Histone_10,M
225,Histone_2,M
225,Histone_3,M
225,Histone_4,M
225,Histone_5,M
225,Histone_6,M
225,Histone_7,M
225,Histone_8,M
225,Histone_9,M
226,Histone_1,M
226,Histone_10,M
226,Histone_2,M
226,Histone_3,M
226,Histone_4,M
226,Histone_5,M
226,Histone_6,M
226,Histone_7,M
226,Histone_8,M
226,Histone_9,M
227,Histone_1,M
227,Histone_10,M
227,Histone_2,M
227,Histone_3,M
227,Histone_4,M
227,Histone_5,M
227,Histone_6,M
227,Histone_7,M
227,Histone_8,M
227,Histone_9,M
228,Histone_1,M
228,Histone_10,M
228,Histone_2,M
228,Histone_3,M
228,Histone_4,M
228,Histone_5,M
228,Histone_6,M
228,Histone_7,M
228,Histone_8,M
228,Histone_9,M
229,Histone_1,M
229,Histone_10,M
229,Histone_2,U
229,Histone_3,M
229,Histone_4,M
229,Histone_5,M
229,Histone_6,M
229,Histone_7,M
229,Histone_8,M
229,Histone_9,M
230,Histone_1,M
230,Histone_10,M
230,Histone_2,M
230,Histone_3,M
230,Histone_4,M
230,Histone_5,U
230,Histone_6,M
230,Histone_7,M
230,Histone_8,M
230,Histone_9,M
231,Histone_1,M
231,Histone_10,M
231,Histone_2,M
231,Histone_3,M
231,Histone_4,M
231,Histone_5,M
231,Histone_6,M
231,Histone_7,M
231,Histone_8,M
231,Histone_9,M
232,Histone_1,M
232,Histone_10,M
232,Histone_2,M
232,Histone_3,M
232,Histone_4,M
232,Histone_5,M
232,Histone_6,M
232,Histone_7,M
232,Histone_8,M
232,Histone_9,M
233,Histone_1,M
233,Histone_10,M
233,Histone_2,M
233,Histone_3,M
233,Histone_4,M
233,Histone_5,M
233,Histone_6,M
233,Histone_7,M
233,Histone_8,M
233,Histone_9,M
234,Histone_1,M
234,Histone_10,M
234,Histone_2,M
234,Histone_3,M
234,Histone_4,M
234,Histone_5,M
234,Histone_6,M
234,Histone_7,M
234,Histone_8,M
234,Histone_9,M
235,Histone_1,M
235,Histone_10,M
235,Histone_2,M
235,Histone_3,M
235,Histone_4,M
235,Histone_5,M
235,Histone_6,M
235,Histone_7,M
235,Histone_8,M
235,Histone_9,M
236,Histone_1,M
236,Histone_10,M
236,Histone_2,M
236,Histone_3,M
236,Histone_4,M
236,Histone_5,M
236,Histone_6,M
236,Histone_7,M
236,Histone_8,M
236,Histone_9,M
237,Histone_1,M
237,Histone_10,M
237,Histone_2,M
237,Histone_3,M
237,Histone_4,M
237,Histone_5,M
237,Histone_6,M
237,Histone_7,M
237,Histone_8,M
237,Histone_9,M
238,Histone_1,M
238,Histone_10,M
238,Histone_2,M
238,Histone_3,M
238,Histone_4,M
238,Histone_5,M
238,Histone_6,M
238,Histone_7,M
238,Histone_8,M
238,Histone_9,M
239,Histone_1,M
239,Histone_10,M
239,Histone_2,M
239,Histone_3,M
239,Histone_4,M
239,Histone_5,M
239,Histone_6,M
239,Histone_7,M
239,Histone_8,M
239,Histone_9,M
240,Histone_1,M
240,Histone_10,M
240,Histone_2,M
240,Histone_3,M
240,Histone_4,M
240,Histone_5,M
240,Histone_6,M
240,Histone_7,M
240,Histone_8,M
240,Histone_9,M
241,Histone_1,U
241,Histone_10,M
241,Histone_2,M
241,Histone_3,M
241,Histone_4,M
241,Histone_5,M
241,Histone_6,M
241,Histone_7,M
241,Histone_8,M
241,Histone_9,M
242,Histone_1,U
242,Histone_10,M
242,Histone_2,M
242,Histone_3,M
242,Histone_4,M
242,Histone_5,M
242,Histone_6,M
242,Histone_7,M
242,Histone_8,M
242,Histone_9,M
243,Histone_1,M
243,Histone_10,M
243,Histone_2,M
243,Histone_3,M
243,Histone_4,M
243,Histone_5,M
243,Histone_6,U
243,Histone_7,M
243,Histone_8,M
243,Histone_9,M
244,Histone_1,U
244,Histone_10,M
244,Histone_2,M
244,Histone_3,M
244,Histone_4,M
244,Histone_5,M
244,Histone_6,M
244,Histone_7,M
244,Histone_8,M
244,Histone_9,M
245,Histone_1,M
245,Histone_10,M
245,Histone_2,M
245,Histone_3,M
245,Histone_4,M
245,Histone_5,M
245,Histone_6,M
245,Histone_7,M
245,Histone_8,M
245,Histone_9,M
246,Histone_1,M
246,Histone_10,M
246,Histone_2,M
246,Histone_3,M
246,Histone_4,M
246,Histone_5,M
246,Histone_6,M
246,Histone_7,M
246,Histone_8,M
246,Histone_9,M
247,Histone_1,M
247,Histone_10,M
247,Histone_2,M
247,Histone_3,M
247,Histone_4,M
247,Histone_5,M
247,Histone_6,M
247,Histone_7,M
247,Histone_8,M
247,Histone_9,M
248,Histone_1,M
248,Histone_10,M
248,Histone_2,M
248,Histone_3,M
248,Histone_4,M
248,Histone_5,M
248,Histone_6,M
248,Histone_7,M
248,Histone_8,M
248,Histone_9,M
249,Histone_1,M
249,Histone_10,M
249,Histone_2,M
249,Histone_3,M
249,Histone_4,M
249,Histone_5,M
249,Histone_6,M
249,Histone_7,M
249,Histone_8,M
249,Histone_9,M
250,Histone_1,M
250,Histone_10,M
250,Histone_2,U
250,Histone_3,M
250,Histone_4,M
250,Histone_5,M
250,Histone_6,M
250,Histone_7,M
250,Histone_8,M
250,Histone_9,M
251,Histone_1,M
251,Histone_10,M
251,Histone_2,M
251,Histone_3,M
251,Histone_4,M
251,Histone_5,M
251,Histone_6,M
251,Histone_7,M
251,Histone_8,M
251,Histone_9,M
252,Histone_1,M
252,Histone_10,M
252,Histone_2,M
252,Histone_3,M
252,Histone_4,M
252,Histone_5,M
252,Histone_6,M
252,Histone_7,M
252,Histone_8,M
252,Histone_9,M
253,Histone_1,M
253,Histone_10,M
253,Histone_2,M
253,Histone_3,M
253,Histone_4,M
253,Histone_5,M
253,Histone_6,M
253,Histone_7,M
253,Histone_8,M
253,Histone_9,M
254,Histone_1,M
254,Histone_10,M
254,Histone_2,U
254,Histone_3,M
254,Histone_4,M
254,Histone_5,M
254,Histone_6,M
254,Histone_7,M
254,Histone_8,M
254,Histone_9,M
255,Histone_1,M
255,Histone_10,M
255,Histone_2,M
255,Histone_3,M
255,Histone_4,M
255,Histone_5,M
255,Histone_6,M
255,Histone_7,M
255,Histone_8,M
255,Histone_9,M
256,Histone_1,M
256,Histone_10,M
256,Histone_2,M
256,Histone_3,M
256,Histone_4,M
256,Histone_5,M
256,Histone_6,M
256,Histone_7,M
256,Histone_8,M
256,Histone_9,M
257,Histone_1,M
257,Histone_10,M
257,Histone_2,M
257,Histone_3,M
257,Histone_4,M
257,Histone_5,M
257,Histone_6,M
257,Histone_7,M
257,Histone_8,M
257,Histone_9,M
258,Histone_1,M
258,Histone_10,M
258,Histone_2,M
258,Histone_3,M
258,Histone_4,M
258,Histone_5,M
258,Histone_6,M
258,Histone_7,M
258,Histone_8,M
258,Histone_9,M
259,Histone_1,M
259,Histone_10,M
259,Histone_2,M
259,Histone_3,M
259,Histone_4,M
259,Histone_5,M
259,Histone_6,M
259,Histone_7,M
259,Histone_8,M
259,Histone_9,M
260,Histone_1,M
260,Histone_10,M
260,Histone_2,M
260,Histone_3,M
260,Histone_4,M
260,Histone_5,U
260,Histone_6,M
260,Histone_7,M
260,Histone_8,M
260,Histone_9,M
261,Histone_1,M
261,Histone_10,M
261,Histone_2,M
261,Histone_3,M
261,Histone_4,M
261,Histone_5,M
261,Histone_6,M
261,Histone_7,M
261,Histone_8,M
261,Histone_9,M
262,Histone_1,M
262,Histone_10,M
262,Histone_2,M
262,Histone_3,M
262,Histone_4,M
262,Histone_5,M
262,Histone_6,M
262,Histone_7,M
262,Histone_8,M
262,Histone_9,M
263,Histone_1,M
263,Histone_10,M
263,Histone_2,M
263,Histone_3,M
263,Histone_4,U
263,Histone_5,M
263,Histone_6,M
263,Histone_7,M
263,Histone_8,M
263,Histone_9,U
264,Histone_1,M
264,Histone_10,M
264,Histone_2,M
264,Histone_3,M
264,Histone_4,U
264,Histone_5,M
264,Histone_6,M
264,Histone_7,M
264,Histone_8,M
264,Histone_9,U
265,Histone_1,M
265,Histone_10,M
265,Histone_2,M
265,Histone_3,M
265,Histone_4,M
265,Histone_5,M
265,Histone_6,M
265,Histone_7,M
265,Histone_8,M
265,Histone_9,M
266,Histone_1,M
266,Histone_10,M
266,Histone_2,M
266,Histone_3,M
266,Histone_4,M
266,Histone_5,M
266,Histone_6,M
266,Histone_7,M
266,Histone_8,M
266,Histone_9,M
267,Histone_1,M
267,Histone_10,M
267,Histone_2,M
267,Histone_3,M
267,Histone_4,M
267,Histone_5,M
267,Histone_6,M
267,Histone_7,M
267,Histone_8,M
267,Histone_9,M
268,Histone_1,M
268,Histone_10,M
268,Histone_2,M
268,Histone_3,M
268,Histone_4,M
268,Histone_5,M
268,Histone_6,M
268,Histone_7,M
268,Histone_8,M
268,Histone_9,M
269,Histone_1,M
269,Histone_10,M
269,Histone_2,M
269,Histone_3,M
269,Histone_4,M
269,Histone_5,M
269,Histone_6,M
269,Histone_7,M
269,Histone_8,M
269,Histone_9,M
270,Histone_1,M
270,Histone_10,M
270,Histone_2,M
270,Histone_3,M
270,Histone_4,M
270,Histone_5,M
270,Histone_6,M
270,Histone_7,M
270,Histone_8,M
270,Histone_9,M
271,Histone_1,M
271,Histone_10,M
271,Histone_2,M
271,Histone_3,M
271,Histone_4,M
271,Histone_5,M
271,Histone_6,M
271,Histone_7,M
271,Histone_8,M
271,Histone_9,M
272,Histone_1,M
272,Histone_10,M
272,Histone_2,M
272,Histone_3,M
272,Histone_4,M
272,Histone_5,M
272,Histone_6,M
272,Histone_7,M
272,Histone_8,M
272,Histone_9,M
273,Histone_1,M
273,Histone_10,M
273,Histone_2,M
273,Histone_3,M
273,Histone_4,M
273,Histone_5,M
273,Histone_6,M
273,Histone_7,M
273,Histone_8,M
273,Histone_9,M
274,Histone_1,M
274,Histone_10,M
274,Histone_2,M
274,Histone_3,M
274,Histone_4,M
274,Histone_5,M
274,Histone_6,M
274,Histone_7,M
274,Histone_8,M
274,Histone_9,M
275,Histone_1,M
275,Histone_10,M
275,Histone_2,M
275,Histone_3,M
275,Histone_4,M
275,Histone_5,M
275,Histone_6,M
275,Histone_7,M
275,Histone_8,M
275,Histone_9,U
276,Histone_1,M
276,Histone_10,M
276,Histone_2,M
276,Histone_3,M
276,Histone_4,M
276,Histone_5,M
276,Histone_6,M
276,Histone_7,M
276,Histone_8,M
276,Histone_9,U
277,Histone_1,M
277,Histone_10,M
277,Histone_2,M
277,Histone_3,M
277,Histone_4,M
277,Histone_5,M
277,Histone_6,M
277,Histone_7,M
277,Histone_8,M
277,Histone_9,U
278,Histone_1,M
278,Histone_10,M
278,Histone_2,M
278,Histone_3,M
278,Histone_4,M
278,Histone_5,M
278,Histone_6,M
278,Histone_7,M
278,Histone_8,M
278,Histone_9,U
279,Histone_1,M
279,Histone_10,M
279,Histone_2,M
279,Histone_3,M
